user_id,name,meal_occasion,avg_goodness_per_row,volume,row_count
user_102_snacks,Emily Johnson,snacks,0.604582,10.0,77
user_104_brunch,Imani Taylor,brunch,0.634488,10.0,77
user_108_brunch,Mia Thomas,brunch,0.696104,10.0,77
user_112_dinner,Yuki Suzuki,dinner,0.622597,10.0,77
user_114_snacks,Natalia Reyes,snacks,0.672944,10.0,77
user_116_dinner,Rami Haddad,dinner,0.62849,10.0,77
user_119_brunch,Samir Farouk,brunch,0.695924,10.0,77
user_11_lunch,Valentina Lopez,lunch,0.673774,10.0,77
user_126_brunch,Camila Martinez,brunch,0.694805,10.0,77
user_127_brunch,Rin Nakamura,brunch,0.745617,10.0,77
user_131_snacks,Tanisha Brown,snacks,0.604365,10.0,77
user_136_breakfast,Lakeisha Thompson,breakfast,0.635678,10.0,77
user_138_brunch,Aiden Chen,brunch,0.675162,10.0,77
user_141_dinner,Ji-Young Park,dinner,0.660687,10.0,77
user_143_dinner,Hana Yamamoto,dinner,0.620974,10.0,77
user_14_lunch,Kevin Carter,lunch,0.676046,10.0,77
user_152_snacks,Andre Jackson,snacks,0.666234,10.0,77
user_153_dinner,Sebastian Gutierrez,dinner,0.676407,10.0,77
user_156_snacks,Kenji Nakamura,snacks,0.668777,10.0,77
user_158_snacks,Marcus Williams,snacks,0.667045,10.0,77
user_159_lunch,Raven White,lunch,0.514827,10.0,77
user_15_brunch,Tae-Yang Park,brunch,0.632179,10.0,77
user_162_dinner,Sophia Martinez,dinner,0.600325,10.0,77
user_164_breakfast,Soo-Yeon Lee,breakfast,0.740801,10.0,77
user_165_snacks,Priya Patel,snacks,0.596429,10.0,77
user_166_snacks,Ananya Sharma,snacks,0.72132,10.0,77
user_168_brunch,Layla Ahmed,brunch,0.734794,10.0,77
user_16_brunch,Jason Mitchell,brunch,0.638817,10.0,77
user_170_breakfast,Kwame Taylor,breakfast,0.633153,10.0,77
user_178_brunch,Kohana Swiftwind,brunch,0.681548,10.0,77
user_17_brunch,Takashi Suzuki,brunch,0.676299,10.0,77
user_180_lunch,Tyler Nelson,lunch,0.637554,10.0,77
user_184_snacks,Ananya Sharma,snacks,0.723376,10.0,77
user_186_dinner,Fatima Hassan,dinner,0.65993,10.0,77
user_189_breakfast,Samir Farouk,breakfast,0.677002,10.0,77
user_196_lunch,Chayton Eagleheart,lunch,0.679798,10.0,77
user_198_brunch,Pooja Singh,brunch,0.631457,10.0,77
user_201_breakfast,Xiu Ying Chen,breakfast,0.697908,10.0,77
user_202_brunch,Hiroshi Tanaka,brunch,0.69697,10.0,77
user_203_brunch,Grace Robinson,brunch,0.692821,10.0,77
user_205_dinner,Destiny Robinson,dinner,0.65579,10.0,77
user_208_breakfast,Zoe Martin,breakfast,0.674026,10.0,77
user_212_brunch,Natalie Lee,brunch,0.698305,10.0,77
user_213_brunch,Keisha Johnson,brunch,0.669102,10.0,77
user_215_dinner,Ana Torres,dinner,0.60414,10.0,77
user_217_breakfast,Thomas Walker,breakfast,0.634163,10.0,77
user_220_breakfast,Ziad Mansour,breakfast,0.742587,10.0,77
user_223_dinner,Andres Romero,dinner,0.659605,10.0,77
user_224_breakfast,Carlos Garcia,breakfast,0.739719,10.0,77
user_226_lunch,Monique Davis,lunch,0.672583,10.0,77
user_234_lunch,Nour Al-Rashid,lunch,0.738582,10.0,77
user_238_snacks,Imani Taylor,snacks,0.661039,10.0,77
user_240_breakfast,Tariq Nasser,breakfast,0.627706,10.0,77
user_241_brunch,Takoda Whitehorse,brunch,0.668344,10.0,77
user_251_lunch,Hana Al-Amin,lunch,0.513853,10.0,77
user_253_dinner,Hannah Clark,dinner,0.681025,10.0,77
user_254_breakfast,Shilah Morningstar,breakfast,0.73382,10.0,77
user_256_brunch,Jamal Robinson,brunch,0.738582,10.0,77
user_259_lunch,Ricardo Torres,lunch,0.675144,10.0,77
user_261_breakfast,Hector Cruz,breakfast,0.701551,10.0,77
user_262_dinner,Amira Ibrahim,dinner,0.677165,10.0,77
user_264_snacks,Imani Taylor,snacks,0.60368,10.0,77
user_271_lunch,Rohan Mehta,lunch,0.741775,10.0,77
user_276_brunch,Shilah Morningstar,brunch,0.680628,10.0,77
user_283_brunch,Adriana Cruz,brunch,0.682197,10.0,77
user_285_dinner,Paola Romero,dinner,0.604789,10.0,77
user_288_dinner,Sofia Rodriguez,dinner,0.657549,10.0,77
user_289_snacks,Rin Nakamura,snacks,0.670996,10.0,77
user_291_snacks,Adriana Cruz,snacks,0.603283,10.0,77
user_292_brunch,Jin Kim,brunch,0.673485,10.0,77
user_293_breakfast,Nayeli Skydancer,breakfast,0.737879,10.0,77
user_295_snacks,Faisal Al-Amin,snacks,0.66434,10.0,77
