user_id,name,meal_occasion,avg_goodness_per_row,volume,row_count
user_102_snacks,Emily Johnson,snacks,0.800093,8.948052,77
user_104_brunch,Imani Taylor,brunch,0.802515,6.766234,77
user_108_brunch,Mia Thomas,brunch,0.816155,5.636364,77
user_112_dinner,Yuki Suzuki,dinner,0.778863,9.987013,77
user_114_snacks,Natalia Reyes,snacks,0.844482,4.766234,77
user_116_dinner,Rami Haddad,dinner,0.784446,9.766234,77
user_119_brunch,Samir Farouk,brunch,0.816166,5.623377,77
user_11_lunch,Valentina Lopez,lunch,0.804313,6.584416,77
user_126_brunch,Camila Martinez,brunch,0.816178,5.61039,77
user_127_brunch,Rin Nakamura,brunch,0.818903,4.558442,77
user_131_snacks,Tanisha Brown,snacks,0.800388,8.922078,77
user_136_breakfast,Lakeisha Thompson,breakfast,0.802492,6.753247,77
user_138_brunch,Aiden Chen,brunch,0.845032,4.714286,77
user_141_dinner,Ji-Young Park,dinner,0.786654,9.480519,77
user_143_dinner,Hana Yamamoto,dinner,0.778841,9.987013,77
user_14_lunch,Kevin Carter,lunch,0.804313,6.584416,77
user_152_snacks,Andre Jackson,snacks,0.844568,4.818182,77
user_153_dinner,Sebastian Gutierrez,dinner,0.804313,6.584416,77
user_156_snacks,Kenji Nakamura,snacks,0.844517,4.805195,77
user_158_snacks,Marcus Williams,snacks,0.844517,4.805195,77
user_159_lunch,Raven White,lunch,0.762266,8.311688,77
user_15_brunch,Tae-Yang Park,brunch,0.802515,6.766234,77
user_162_dinner,Sophia Martinez,dinner,0.783475,9.766234,77
user_164_breakfast,Soo-Yeon Lee,breakfast,0.818903,4.558442,77
user_165_snacks,Priya Patel,snacks,0.800343,8.948052,77
user_166_snacks,Ananya Sharma,snacks,0.891775,2.298701,77
user_168_brunch,Layla Ahmed,brunch,0.818903,4.558442,77
user_16_brunch,Jason Mitchell,brunch,0.802515,6.766234,77
user_170_breakfast,Kwame Taylor,breakfast,0.802549,6.74026,77
user_178_brunch,Kohana Swiftwind,brunch,0.845101,4.701299,77
user_17_brunch,Takashi Suzuki,brunch,0.84486,4.701299,77
user_180_lunch,Tyler Nelson,lunch,0.784591,9.116883,77
user_184_snacks,Ananya Sharma,snacks,0.891775,2.298701,77
user_186_dinner,Fatima Hassan,dinner,0.786888,9.480519,77
user_189_breakfast,Samir Farouk,breakfast,0.844826,4.753247,77
user_196_lunch,Chayton Eagleheart,lunch,0.804313,6.584416,77
user_198_brunch,Pooja Singh,brunch,0.802515,6.766234,77
user_201_breakfast,Xiu Ying Chen,breakfast,0.816155,5.636364,77
user_202_brunch,Hiroshi Tanaka,brunch,0.816166,5.623377,77
user_203_brunch,Grace Robinson,brunch,0.816155,5.636364,77
user_205_dinner,Destiny Robinson,dinner,0.786915,9.480519,77
user_208_breakfast,Zoe Martin,breakfast,0.844946,4.753247,77
user_212_brunch,Natalie Lee,brunch,0.816178,5.61039,77
user_213_brunch,Keisha Johnson,brunch,0.844826,4.753247,77
user_215_dinner,Ana Torres,dinner,0.783303,9.766234,77
user_217_breakfast,Thomas Walker,breakfast,0.802515,6.766234,77
user_220_breakfast,Ziad Mansour,breakfast,0.818903,4.558442,77
user_223_dinner,Andres Romero,dinner,0.786933,9.480519,77
user_224_breakfast,Carlos Garcia,breakfast,0.818903,4.558442,77
user_226_lunch,Monique Davis,lunch,0.804313,6.584416,77
user_234_lunch,Nour Al-Rashid,lunch,0.818903,4.558442,77
user_238_snacks,Imani Taylor,snacks,0.844534,4.779221,77
user_240_breakfast,Tariq Nasser,breakfast,0.802515,6.766234,77
user_241_brunch,Takoda Whitehorse,brunch,0.844877,4.766234,77
user_251_lunch,Hana Al-Amin,lunch,0.762266,8.311688,77
user_253_dinner,Hannah Clark,dinner,0.804313,6.584416,77
user_254_breakfast,Shilah Morningstar,breakfast,0.818903,4.558442,77
user_256_brunch,Jamal Robinson,brunch,0.818903,4.558442,77
user_259_lunch,Ricardo Torres,lunch,0.804313,6.584416,77
user_261_breakfast,Hector Cruz,breakfast,0.816166,5.623377,77
user_262_dinner,Amira Ibrahim,dinner,0.804313,6.584416,77
user_264_snacks,Imani Taylor,snacks,0.800036,8.935065,77
user_271_lunch,Rohan Mehta,lunch,0.818903,4.558442,77
user_276_brunch,Shilah Morningstar,brunch,0.844774,4.74026,77
user_283_brunch,Adriana Cruz,brunch,0.844963,4.727273,77
user_285_dinner,Paola Romero,dinner,0.783282,9.753247,77
user_288_dinner,Sofia Rodriguez,dinner,0.786969,9.480519,77
user_289_snacks,Rin Nakamura,snacks,0.844568,4.818182,77
user_291_snacks,Adriana Cruz,snacks,0.800264,8.935065,77
user_292_brunch,Jin Kim,brunch,0.844946,4.753247,77
user_293_breakfast,Nayeli Skydancer,breakfast,0.818903,4.558442,77
user_295_snacks,Faisal Al-Amin,snacks,0.844585,4.792208,77
user_296_lunch,Joshua King,lunch,0.818903,4.558442,77
user_297_breakfast,Dominique Carter,breakfast,0.816155,5.636364,77
user_298_lunch,Christopher Allen,lunch,0.782952,9.766234,77
user_2_snacks,Daniela Morales,snacks,0.891775,2.298701,77
user_301_snacks,Nokosi Runningwater,snacks,0.800405,8.948052,77
user_302_lunch,Charlotte Jackson,lunch,0.818903,4.558442,77
user_30_breakfast,Tyler Nelson,breakfast,0.818903,4.558442,77
